File Path,Container,Video Codec,Resolution,File Size (MB),Audio Codec,Audio Channels
"/pool/Movies/Dream Scenario (2023)/Dream Scenario (2023) WEBRip-1080p 823482.mkv",mkv,hevc,1920x1040,1650,aac,6
"/pool/Movies/Sing Sing (2024)/Sing Sing (2024) WEBRip-1080p 1155828.mkv",mkv,hevc,1800x1080,2244,eac3,6
"/pool/Movies/Star Trek VI The Undiscovered Country (1991)/Star Trek VI The Undiscovered Country (1991)  [1080p x265 q22 Joy].mkv",mkv,hevc,1920x816,2584,aac,8
"/pool/Movies/Heavy Metal (1981)/Heavy.Metal.1981.1080P.x265.h3llg0d.mkv",mkv,hevc,1920x1040,1799,aac,6
"/pool/Movies/Lucifer (2019)/Lucifer (2019) WEBRip-1080p 564701.mkv",mkv,hevc,1920x680,4153,dts,6
"/pool/Movies/Spirited Away (2001)/Spirited Away (2001) Bluray-1080p 129.mkv",mkv,hevc,1920x1040,6069,eac3,6
"/pool/Movies/The Godfather Part II (1974)/The Godfather Part II (1974) Bluray-1080p 240.mkv",mkv,av1,1918x1080,6907,opus,6
"/pool/Movies/Raiders of the Lost Ark (1981)/Indiana Jones And The Raiders Of The Lost Ark (1981)  [1080p x265 q22 FS94 Joy].mkv",mkv,hevc,1920x800,3166,aac,6
"/pool/Movies/The Tale of The Princess Kaguya (2013)/The Tale of Princess Kaguya (2013) [1080p x265 HEVC 10bit BluRay Dual Audio AAC 5.1] [Prof].mkv",mkv,hevc,1920x1024,3485,aac,6
"/pool/Movies/On the Rocks (2020)/On the Rocks (2020) Bluray-1080p 575417.mkv",mkv,hevc,1920x1032,2612,eac3,6
"/pool/Movies/The Fast and the Furious (2001)/The Fast and the Furious (2001) Bluray-1080p Proper 9799.mp4",mp4,hevc,1920x816,1705,aac,6
"/pool/Movies/The Man Who Fell to Earth (1976)/The Man Who Fell to Earth (1976) Bluray-1080p 991.mkv",mkv,hevc,1920x820,10605,flac,2
"/pool/Movies/Ghostbusters (1984)/Ghostbusters (1984) Bluray-1080p 620.mkv",mkv,hevc,1920x804,7421,dts,6
"/pool/Movies/Shazam! (2019)/Shazam! (2019) WEBDL-1080p 287947.mkv",mkv,hevc,1920x804,9150,truehd,8
"/pool/Movies/The Cat Returns (2002)/The Cat Returns (2002) Bluray-1080p 15370.mkv",mkv,hevc,1920x1040,3128,eac3,6
"/pool/Movies/The Kill Team (2013)/The.Kill.Team.2013.720p.AMZN.WEB-DL.x265.HEVCBay.com.mkv",mkv,hevc,1280x720,169,aac,2
"/pool/Movies/Tenacious D in The Pick of Destiny (2006)/Tenacious D in The Pick of Destiny (2006) (1080p AMZN WEB-DL x265 RZeroX).mkv",mkv,hevc,1920x1080,3433,aac,7
"/pool/Movies/The Thicket (2024)/The Thicket (2024) WEBRip-1080p 395817.mkv",mkv,hevc,1920x800,2602,aac,2
"/pool/Movies/28 Years Later (2025)/28 Years Later (2025) WEBDL-1080p Proper 1100988.mkv",mkv,hevc,1920x696,1950,eac3,6
"/pool/Movies/The King's Man (2021)/The King's Man (2021) Bluray-1080p Proper 476669.mkv",mkv,hevc,1920x804,5118,eac3,8
"/pool/Movies/Walk Hard The Dewey Cox Story (2007)/Walk Hard - The Dewy Cox Story (2007) DC.mkv",mkv,hevc,1920x800,8451,ac3,2
"/pool/Movies/Code 46 (2003)/Code 46 (2003) Bluray-1080p 2577.mkv",mkv,hevc,1920x816,2345,eac3,2
"/pool/Movies/Sneakers (1992)/Sneakers (1992) Bluray-1080p 2322.mkv",mkv,hevc,1914x1040,5200,aac,6
"/pool/Movies/Batman Begins (2005)/Batman Begins 2005 UHDRip 1080p HDR.mkv",mkv,hevc,1920x800,12905,ac3,6
"/pool/Movies/Uzumaki (2000)/Uzumaki (2000) Bluray-1080p 11366.mkv",mkv,hevc,1920x1036,7454,aac,2
"/pool/Movies/The End (2024)/The End (2024) WEBRip-1080p 881366.mkv",mkv,hevc,1918x802,2171,eac3,6
"/pool/Movies/Kung Pow Enter the Fist (2002)/Kung Pow Enter the Fist (2002) + Extras (1080p WEBRip x265M HEVC 10bit AC3 5.1 SAMPA).mkv",mkv,hevc,1920x816,4360,ac3,6
"/pool/Movies/eXistenZ (1999)/eXistenZ (1999) Bluray-1080p 1946.mkv",mkv,hevc,1920x1036,10374,aac,6
"/pool/Movies/Action Jackson (1988)/Action Jackson (1988) Bluray-1080p 10117.mkv",mkv,hevc,1904x1080,5308,eac3,2
"/pool/Movies/Fantastic Beasts The Crimes of Grindelwald (2018)/Fantastic Beasts The Crimes of Grindelwald (2018) Bluray-1080p 338952.mkv",mkv,hevc,1920x800,2870,aac,6
"/pool/Movies/Event Horizon (1997)/Event Horizon (1997) Bluray-1080p Proper 8413.mkv",mkv,av1,1920x820,2680,opus,6
"/pool/Movies/Westworld (1973)/Westworld (1973) (1080p BluRay x265 10bit Tigole).mkv",mkv,hevc,1920x800,4669,aac,6
"/pool/Movies/Minions (2015)/Minions (2015) Bluray-1080p 211672.mkv",mkv,hevc,1920x1040,4949,aac,8
"/pool/Movies/Idiocracy (2006)/Idiocracy (2006) Bluray-1080p 7512.mkv",mkv,hevc,1920x1058,2604,ac3,6
"/pool/Movies/Four Good Days (2021)/Four Good Days (2021) Bluray-1080p 641960.mkv",mkv,hevc,1920x804,2897,aac,6
"/pool/Movies/High Life (2018)/High Life (2018) AC3 5.1 ITA.ENG 1080p H265 sub ita.eng Sp33dy94-MIRCrew.mkv",mkv,hevc,1920x1040,2594,ac3,6
"/pool/Movies/Total Recall (2012)/Total.Recall.2012.Extended.1080p.BluRay.10Bit.X265.DD.5.1-Chivaman.mkv",mkv,hevc,1920x800,4289,ac3,6
"/pool/Movies/Twice Colonized (2023)/Twice Colonized (2023) WEBRip-1080p 1058690.mkv",mkv,hevc,1920x1040,1474,eac3,6
"/pool/Movies/The Biggest Heroes (1996)/De Største Helte (1996).[DVDRip].avi",avi,mpeg4,576x320,874,ac3,2
"/pool/Movies/The Fast and the Furious Tokyo Drift (2006)/The Fast and the Furious Tokyo Drift (2006) Bluray-1080p Proper 9615.mp4",mp4,hevc,1920x804,1660,aac,6
"/pool/Movies/Universal Soldier (1992)/Universal Soldier (1992) Bluray-1080p 9349.mkv",mkv,hevc,1920x816,6607,dts,6
"/pool/Movies/Sin City A Dame to Kill For (2014)/Sin City A Dame to Kill For (2014) Bluray-1080p 189.mkv",mkv,hevc,1920x1040,3829,aac,6
"/pool/Movies/50+50 (2011)/50+50 (2011) Bluray-1080p 40807.mkv",mkv,hevc,1920x1080,5398,eac3,6
"/pool/Movies/The Thing (1982)/The Thing - La Cosa 1982 Bluray 1080p Ita Eng x265-NAHOM.mkv",mkv,hevc,1920x816,2971,ac3,6
"/pool/Movies/Fitzcarraldo (1982)/Fitzcarraldo (1982) Bluray-1080p 9343.mkv",mkv,hevc,1920x1036,7175,eac3,1
"/pool/Movies/Horizon An American Saga - Chapter 1 (2024)/Horizon An American Saga - Chapter 1 (2024) WEBRip-1080p 932086.mkv",mkv,hevc,1920x1080,5626,eac3,6
"/pool/Movies/Your Highness (2011)/Your Highness (2011) Bluray-1080p 38319.mkv",mkv,hevc,1920x800,3724,aac,6
"/pool/Movies/Under the Rainbow Making The Florida Project (2018)/The Florida Project I Making-of I Deutsch German I Ab 02.08. auf DVD, Blu-ray und als VoD [ktOFVqAjDwk].webm",webm,vp9,1920x1080,384,opus,2
"/pool/Movies/Ip Man 4 The Finale (2019)/Ip Man 4 The Finale (2019) HDTV-720p 449924.avi",avi,mpeg4,1280x536,2661,mp3,2
"/pool/Movies/Home Alone (1990)/Home Alone (1990) Bluray-1080p Proper 771.mkv",mkv,hevc,1920x1040,3915,ac3,2
"/pool/Movies/Chinatown (1974)/Chinatown (1974) (1080p AMZN WEB-DL x265 HDR afm72).mkv",mkv,hevc,1920x816,5586,eac3,6
"/pool/Movies/Se7en (1995)/Se7en (1995) Bluray-1080p 807.mp4",mp4,hevc,1920x800,2024,aac,6
"/pool/Movies/Climax (2018)/Climax (2018) AC3 5.1 ITA.FRE 1080p H265 sub ita.eng.fre Sp33dy94-MIRCrew.mkv",mkv,hevc,1920x808,2156,ac3,6
"/pool/Movies/Batman Under the Red Hood (2010)/Batman Under the Red Hood (2010) WEBDL-1080p 40662.mkv",mkv,hevc,1920x1080,4518,dts,6
"/pool/Movies/Kingsman The Golden Circle (2017)/Kingsman The Golden Circle (2017) Bluray-1080p 343668.mkv",mkv,hevc,1920x804,6038,dts,6
"/pool/Movies/Moonage Daydream (2022)/Moonage Daydream (2022) Bluray-1080p 957457.mp4",mp4,hevc,1920x1080,2148,aac,6
"/pool/Movies/The Super Mario Bros. Movie (2023)/The Super Mario Bros. Movie (2023) WEBRip-1080p Proper 502356.mkv",mkv,hevc,1920x804,1544,eac3,6
"/pool/Movies/Star Trek Insurrection (1998)/Star.Trek.Insurrection.1998.1080p.Bluray.AV1.Opus.Multi4-dAV1nci.mkv",mkv,av1,1920x818,2686,opus,6
"/pool/Movies/Time Bandits (1981)/Time Bandits (1981) Bluray-1080p 36819.mkv",mkv,hevc,1920x1040,8479,aac,2
"/pool/Movies/Do the Right Thing (1989)/Do the Right Thing (1989) Bluray-1080p 925.mkv",mkv,hevc,1920x1040,2037,aac,6
"/pool/Movies/Star Trek Nemesis (2002)/Star.Trek.Nemesis.2002.1080p.Bluray.AV1.Opus.Multi4-dAV1nci.mkv",mkv,av1,1920x816,2763,opus,6
"/pool/Movies/Timecrimes (2007)/Timecrimes (2007) (1080p BluRay x265 HEVC 10bit AAC 5.1 Spanish MONOLITH).mkv",mkv,hevc,1920x1032,2053,aac,6
"/pool/Movies/Barbarella (1968)/Barbarella (1968) Bluray-1080p 8069.mkv",mkv,hevc,1920x816,9922,aac,8
"/pool/Movies/Lawrence of Arabia (1962)/Lawrence Of Arabia 1962  (1080p x265 10bit S74 Joy).mkv",mkv,hevc,1920x864,2735,aac,6
"/pool/Movies/The Luckiest Man in America (2025)/The Luckiest Man in America (2025) WEBDL-1080p 1288070.mkv",mkv,hevc,1920x1040,1534,eac3,6
"/pool/Movies/The Triplets of Belleville (2003)/The Triplets of Belleville (2003) (1080p BluRay x265 HEVC 10bit AAC 5.1 French afm72).mkv",mkv,hevc,1828x1080,3198,aac,6
"/pool/Movies/Joker (2019)/Joker (2019) Bluray-1080p Proper 475557.mkv",mkv,av1,1920x1036,2433,opus,8
"/pool/Movies/Pleasure (2021) {tmdb-592695}/Pleasure (2021) Bluray-1080p 592695.mkv",mkv,hevc,1920x1036,4584,aac,6
"/pool/Movies/John Wick Chapter 4 (2023)/John Wick Chapter 4 (2023) WEBRip-1080p 603692.mkv",mkv,hevc,1920x796,3330,eac3,6
"/pool/Movies/Outlaws (2018)/Outlaws (2018) WEBDL-1080p 433288.mkv",mkv,hevc,1920x800,1017,eac3,6
"/pool/Movies/Buffalo '66 (1998)/Buffalo '66 (1998) Bluray-1080p 9464.mkv",mkv,hevc,1920x1038,4076,aac,2
"/pool/Movies/Virtuosity (1995)/Virtuosity (1995) Bluray-1080p 9271.mkv",mkv,hevc,1920x816,4733,aac,6
"/pool/Movies/The Paloni Show! Halloween Special! (2022)/The.Paloni.Show.Halloween.Special.2022.PROPER.1080p.WEBRip.x265-RARBG.mp4",mp4,hevc,1920x1080,990,aac,6
"/pool/Movies/Wicked (2024)/Wicked (2024) WEBRip-1080p 402431.mkv",mkv,hevc,1920x800,2579,eac3,6
"/pool/Movies/Under the Silver Lake (2018)/Under the Silver Lake (2018) (1080p BluRay x265 10bit Tigole).mkv",mkv,hevc,1920x804,4680,aac,6
"/pool/Movies/All Quiet on the Western Front (2022)/TheMoviesBoss - All.Quiet.on.the.Western.Front.(2022).1080p.10Bit.HEVC.WEBRip.DD5.1.H.265-themoviesboss.mkv",mkv,hevc,1920x800,2940,ac3,6
"/pool/Movies/The Frighteners (1996)/The Frighteners (1996) Bluray-1080p 10779.mp4",mp4,hevc,1920x816,1955,aac,6
"/pool/Movies/Drive (2011)/Drive (2011) Bluray-1080p Proper 64690.mkv",mkv,hevc,1920x804,4265,aac,6
"/pool/Movies/Piggy (2022)/Piggy (2022) WEBDL-1080p 848058.mkv",mkv,hevc,1440x1080,2239,ac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x14] - Ticking Clocks.mkv",mkv,hevc,1920x1080,482,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x13] - The Bimbo.mkv",mkv,hevc,1920x1080,466,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x05] - A Tale of Two Bandits.mkv",mkv,hevc,1920x1080,387,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E09 The Golden Child.mkv",mkv,hevc,1920x1080,420,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x08] - He Said, She Said.mkv",mkv,hevc,1920x1080,441,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x17] - Sicko.mkv",mkv,hevc,1920x1080,489,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E11 The Therapist.mkv",mkv,hevc,1920x1080,446,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E03 The Tattler.mkv",mkv,hevc,1920x1080,462,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x10] - Gintars.mkv",mkv,hevc,1920x1080,505,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x04] - Four Movements.mkv",mkv,hevc,1920x1080,467,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x15] - Return of the King.mkv",mkv,hevc,1920x1080,525,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E07 The Honeypot.mkv",mkv,hevc,1920x1080,465,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E10 Gintars.mkv",mkv,hevc,1920x1080,505,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x03] - The Tattler.mkv",mkv,hevc,1920x1080,462,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E04 Four Movements.mkv",mkv,hevc,1920x1080,467,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E16 Cinco de Mayo.mkv",mkv,hevc,1920x1080,506,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E15 Return of the King.mkv",mkv,hevc,1920x1080,525,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x06] - The Crime Scene.mkv",mkv,hevc,1920x1080,409,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x01] - Honeymoon.mkv",mkv,hevc,1920x1080,471,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x07] - The Honeypot.mkv",mkv,hevc,1920x1080,465,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E02 Hitchcock & Scully.mkv",mkv,hevc,1920x1080,493,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E18 Suicide Squad.mkv",mkv,hevc,1920x1080,512,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x12] - Casecation.mkv",mkv,hevc,1920x1080,445,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x18] - Suicide Squad.mkv",mkv,hevc,1920x1080,512,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E06 The Crime Scene.mkv",mkv,hevc,1920x1080,409,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E08 He Said, She Said.mkv",mkv,hevc,1920x1080,441,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E05 A Tale of Two Bandits.mkv",mkv,hevc,1920x1080,387,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x11] - The Therapist.mkv",mkv,hevc,1920x1080,446,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E12 Casecation.mkv",mkv,hevc,1920x1080,445,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E17 Sicko.mkv",mkv,hevc,1920x1080,489,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E13 The Bimbo.mkv",mkv,hevc,1920x1080,466,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x09] - The Golden Child.mkv",mkv,hevc,1920x1080,420,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E14 Ticking Clocks.mkv",mkv,hevc,1920x1080,482,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x02] - Hitchcock & Scully.mkv",mkv,hevc,1920x1080,493,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/Brooklyn Nine-Nine - [06x16] - Cinco de Mayo.mkv",mkv,hevc,1920x1080,506,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S6/S06E01 Honeymoon.mkv",mkv,hevc,1920x1080,471,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x08] - The Takeback.mkv",mkv,hevc,1920x1080,579,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E11 Valloweaster.mkv",mkv,hevc,1920x1080,563,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E07 Ding Dong.mkv",mkv,hevc,1920x1080,492,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x03] - Pimemento.mkv",mkv,hevc,1920x1080,570,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x02] - Captain Kim.mkv",mkv,hevc,1920x1080,507,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E09 Dillman.mkv",mkv,hevc,1920x1080,542,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E10 Admiral Peralta.mkv",mkv,hevc,1920x1080,511,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E05 Debbie.mkv",mkv,hevc,1920x1080,545,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x04] - The Jimmy Jab Games II.mkv",mkv,hevc,1920x1080,540,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x06] - Trying.mkv",mkv,hevc,1920x1080,494,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E04 The Jimmy Jab Games II.mkv",mkv,hevc,1920x1080,540,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x10] - Admiral Peralta.mkv",mkv,hevc,1920x1080,511,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E06 Trying.mkv",mkv,hevc,1920x1080,494,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x12] - Ransom.mkv",mkv,hevc,1920x1080,561,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E03 Pimemento.mkv",mkv,hevc,1920x1080,570,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E08 The Takeback.mkv",mkv,hevc,1920x1080,579,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E12 Ransom.mkv",mkv,hevc,1920x1080,561,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x13] - Lights Out.mkv",mkv,hevc,1920x1080,487,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x05] - Debbie.mkv",mkv,hevc,1920x1080,545,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x01] - Manhunter.mkv",mkv,hevc,1920x1080,593,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x07] - Ding Dong.mkv",mkv,hevc,1920x1080,492,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x09] - Dillman.mkv",mkv,hevc,1920x1080,542,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E01 Manhunter.mkv",mkv,hevc,1920x1080,593,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E13 Lights Out.mkv",mkv,hevc,1920x1080,487,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/S07E02 Captain Kim.mkv",mkv,hevc,1920x1080,507,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S7/Brooklyn Nine-Nine - [07x11] - Valloweaster.mkv",mkv,hevc,1920x1080,563,eac3,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E02 - The Funeral (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,341,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E17 - Adrian Pimento (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,306,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E22 - Bureau (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,325,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E22 Bureau.mkv",mkv,hevc,1920x1080,325,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E02 The Funeral.mkv",mkv,hevc,1920x1080,341,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E17 Adrian Pimento.mkv",mkv,hevc,1920x1080,306,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E18 - Cheddar (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,308,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E15 The 9-8.mkv",mkv,hevc,1920x1080,334,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E09 - The Swedes (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,316,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E21 - Maximum Security (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,310,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E08 Ava.mkv",mkv,hevc,1920x1080,354,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E06 Into the Woods.mkv",mkv,hevc,1920x1080,318,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E14 - Karen Peralta (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,297,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E13 - The Cruise (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,336,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E04 The Oolong Slayer.mkv",mkv,hevc,1920x1080,341,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E04 - The Oolong Slayer (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,341,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E16 - House Mouses (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,306,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E12 9 Days.mkv",mkv,hevc,1920x1080,302,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E03 Boyle's Hunch.mkv",mkv,hevc,1920x1080,323,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E19 Terry Kitties.mkv",mkv,hevc,1920x1080,317,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E06 - Into the Woods (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,318,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E11 - Hostage Situation (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,302,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E23 - Greg and Larry (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,287,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E10 - Yippie Kayak (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,343,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E15 - The 9-8 (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,334,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E12 - 9 Days (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,302,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E08 - Ava (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,354,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E03 - Boyle's Hunch (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,323,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E14 Karen Peralta.mkv",mkv,hevc,1920x1080,297,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E05 - Halloween III (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,320,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E13 The Cruise.mkv",mkv,hevc,1920x1080,336,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E21 Maximum Security.mkv",mkv,hevc,1920x1080,310,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E10 Yippie Kayak.mkv",mkv,hevc,1920x1080,343,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E07 - The Mattress (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,312,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E20 Paranoia.mkv",mkv,hevc,1920x1080,285,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/Brooklyn Nine-Nine (2013) - S03E19 - Terry Kitties (1080p WEB-DL x265 ImE).mkv",mkv,hevc,1920x1080,317,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E11 Hostage Situation.mkv",mkv,hevc,1920x1080,302,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E23 Greg and Larry.mkv",mkv,hevc,1920x1080,287,aac,6
"/pool/TV Shows/Brooklyn Nine-Nine/S3/S03E09 The Swedes.mkv",mkv,hevc,1920x1080,316,aac,6
